"BBB","GPW","GWB","WWR","YBR","YGR","YWR","YYR","YYW"
"Resting","Walking","Resting","Resting","Minimal-Movement","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Minimal-Movement","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Minimal-Movement","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Minimal-Movement","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Minimal-Movement","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Resting","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Walking","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Walking","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Walking","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Walking","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Walking","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Walking","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Walking","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Walking","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Walking","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Walking","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Minimal-Movement","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Minimal-Movement","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Minimal-Movement","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Minimal-Movement","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Minimal-Movement","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Minimal-Movement","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Walking","Resting","Resting","Minimal-Movement","Minimal-Movement","Minimal-Movement"
"Resting","Walking","Resting","Walking","Resting","Resting","Walking","Minimal-Movement","Resting"
"Resting","Walking","Resting","Walking","Resting","Resting","Walking","Minimal-Movement","Resting"
"Resting","Walking","Resting","Walking","Resting","Resting","Walking","Minimal-Movement","Resting"
"Resting","Walking","Resting","Walking","Resting","Resting","Walking","Minimal-Movement","Resting"
"Resting","Walking","Resting","Walking","Resting","Resting","Walking","Minimal-Movement","Resting"
"Resting","Walking","Resting","Walking","Resting","Resting","Walking","Minimal-Movement","Resting"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Walking","Minimal-Movement","Resting"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Walking","Minimal-Movement","Resting"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Walking","Minimal-Movement","Resting"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Walking","Minimal-Movement","Resting"
"Resting","Walking","Resting","Minimal-Movement","Resting","Resting","Resting","Minimal-Movement","Resting"
"Resting","Walking","Walking","Minimal-Movement","Resting","Resting","Resting","Minimal-Movement","Resting"
"Resting","Walking","Walking","Minimal-Movement","Resting","Resting","Resting","Minimal-Movement","Resting"
"Resting","Walking","Walking","Minimal-Movement","Resting","Resting","Resting","Minimal-Movement","Resting"
"Resting","Walking","Walking","Minimal-Movement","Resting","Resting","Resting","Minimal-Movement","Resting"
"Resting","Walking","Walking","Walking","Resting","Resting","Resting","Minimal-Movement","Resting"
"Resting","Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Minimal-Movement","Resting"
"Resting","Walking","Walking","Minimal-Movement","Resting","Resting","Resting","Minimal-Movement","Resting"
"Resting","Walking","Walking","Walking","Resting","Resting","Resting","Minimal-Movement","Resting"
"Resting","Walking","Walking","Walking","Resting","Resting","Resting","Minimal-Movement","Resting"
"Resting","Walking","Walking","Walking","Resting","Resting","Resting","Minimal-Movement","Resting"
"Resting","Walking","Walking","Walking","Resting","Resting","Resting","Minimal-Movement","Resting"
"Resting","Walking","Walking","Walking","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Walking","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Walking","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Walking","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Walking","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Walking","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Walking","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Walking","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Walking","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Minimal-Movement","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Minimal-Movement","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Minimal-Movement","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Resting"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Minimal-Movement"
"Minimal-Movement","Minimal-Movement","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Walking","Resting","Resting","Resting","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Walking","Minimal-Movement","Minimal-Movement"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Resting","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Minimal-Movement","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Walking","Walking","Minimal-Movement","Walking"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Walking","Walking","Minimal-Movement","Minimal-Movement"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Walking","Walking","Minimal-Movement","Minimal-Movement"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Walking","Walking","Minimal-Movement","Minimal-Movement"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Walking","Walking","Minimal-Movement","Minimal-Movement"
"Minimal-Movement","Walking","Minimal-Movement","Resting","Resting","Walking","Walking","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Walking","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Minimal-Movement","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Walking","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Walking","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Walking","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Walking"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Walking"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Walking","Minimal-Movement"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Walking","Minimal-Movement"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Walking","Minimal-Movement"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Minimal-Movement"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Minimal-Movement"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Minimal-Movement"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Minimal-Movement"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Resting"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Resting"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Resting"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Resting"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Resting"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Resting"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Resting"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Resting"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Resting"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Resting"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Resting"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Resting"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Resting"
"Walking","Walking","Walking","Resting","Resting","Walking","Resting","Walking","Resting"
"Walking","Walking","Minimal-Movement","Resting","Resting","Walking","Resting","Walking","Resting"
